"indexbrawddeg","yfrawddeg","numberunits","valueunits","mediumval","rel_mediumval","mediumval_sq","rel_mediumval_sq","mediumval_nusq","rel_mediumval_nusq","mediumval_sq_nusq","rel_mediumval_sq_nusq","mediumval_hnu","rel_mediumval_hnu","mediumval_sq_hnu","rel_mediumval_sq_hnu","finished","tagref","tagcategory","tagfunction"
"347"," Oedwch a mi hynn hyt ym pen y ulwydyn; a blwydyn y r amser hwnn, ni a wnawn yr oet y dyuot y gyt, ac wrth ych kynghor y bydaf","30","0.893795","0.0297932","0.145635","0.026629","0.636287","0.000993106","0.0048545","0.000887633","0.0212096","0.00000000122606","0.00000000599321","0.00000000109584","0.0000000261846","1",,,
"348"," Yr oet a wnaethant","4","0.112284","0.0280709","0.137232","0.00315191","0.0753302","0.00701773","0.0343079","0.000787977","0.0188326","0.000027413","0.000134015","0.00000307803","0.0000735647","1",,,
"349"," Kynn dyuot cwbyl o r oet, mab a anet idaw ef, ac yn Arberth y ganet","16","0.321716","0.0201072","0.0982925","0.00646882","0.154583","0.0012567","0.00614328","0.000404301","0.00966142","0.0000000191758","0.000000093739","0.00000000616914","0.000000147422","1",,,
"350"," A r nos y ganet, y ducpwyt gwraged y wylat y mab a y uam","15","0.733972","0.0489315","0.23918","0.0359143","0.858107","0.0032621","0.0159453","0.00239429","0.0572071","0.0000000644365","0.00000031497","0.0000000472946","0.00000113002","1",,,
"351"," Sef a wnaeth y gwraged kyscu, a mam y mab, Riannon","11","0.419226","0.0381114","0.186301","0.0159773","0.381787","0.00346467","0.0169364","0.00145248","0.0347079","0.000000236642","0.00000115678","0.0000000992063","0.0000023706","1",,,
"352"," Sef riuedi o wraged a ducpwyt y r ystauell hwech wraged","11","0.240653","0.0218775","0.106942","0.00526488","0.125804","0.00198887","0.00972204","0.000478626","0.0114367","0.000000135842","0.000000664029","0.0000000326908","0.000000781141","1",,,
"353"," Gwylat a wnaethont wynteu dalym o r nos, ac yn hynny eisswys, kyn hanner noss, kyscu a wnaeth pawb ohonunt, a thu a r pylgeint deffroi","26","0.522173","0.0200836","0.0981835","0.0104871","0.25064","0.000772445","0.00377629","0.00040335","0.00964","0.00000000169034","0.00000000826365","0.00000000088265","0.0000000210952","1",,,
"354"," A phan deffroyssant, edrych a orugant y lle y dodyssynt y mab, ac nyt oed dim ohonaw yno","18","0.55524","0.0308466","0.150787","0.0171273","0.409259","0.0017137","0.00837704","0.000951516","0.0227366","0.0000000163247","0.0000000797996","0.00000000906413","0.000000216589","1",,,
"355"," Och! heb vn o r gwraged, neur golles y mab","11","0.16788","0.0152618","0.0745952","0.00256214","0.0612089","0.00138744","0.00678138","0.000232922","0.00556444","0.0000000947637","0.000000463177","0.0000000159089","0.000000380059","1",,,
"356"," Ie, heb arall, bychan a dial oed yn lloski ni, neu yn dienydyaw am y mab","16","0.297112","0.0185695","0.0907756","0.00551722","0.131843","0.00116059","0.00567348","0.000344826","0.00824022","0.0000000177093","0.0000000865704","0.00000000526163","0.000000125736","1",,,
"357"," A oes, heb un o r guraged, kynghor o r byt am hynn?","13","0.203804","0.0156772","0.0766349","0.00319508","0.0763477","0.00120594","0.00589499","0.000245775","0.0058729","0.0000000422233","0.0000002064","0.00000000860528","0.000000205627","1",,,
"358"," Oes, heb arall, mi a wnn gynghor da, heb hi","10","0.165428","0.0165428","0.0808671","0.00273663","0.0653949","0.00165428","0.00808671","0.000273663","0.00653949","0.000000165428","0.000000808671","0.0000000273663","0.000000653949","1",,,
"359"," Beth yw hynny?","3","0.01351","0.00450333","0.0220147","0.00006084","0.00145394","0.00150111","0.00733822","0.00002028","0.000484646","0.0000185322","0.0000905953","0.000000250371","0.00000598328","1",,,
"360"," heb wy","2","0.025235","0.0126175","0.0616655","0.000318403","0.00760527","0.00630875","0.0308328","0.000159201","0.00380263","0.000394297","0.00192705","0.00000995008","0.000237665","1",,,
"361"," Gellast yssyd yma, heb hi, a chanawon genti","8","0.133439","0.0166798","0.08154","0.00222574","0.0531902","0.00208498","0.0101925","0.000278217","0.00664878","0.000000509029","0.0000024884","0.0000000679242","0.00000162324","1",,,
"362"," Lladwn rei o r canawon, ac irwn y hwyneb hitheu Riannon a r gwaet, a y dwylaw, a byrwn yr eskyrn gyr y bron, a thaerwn arnei e hun diuetha y mab","32","0.916592","0.0286435","0.140018","0.0262544","0.62736","0.00089511","0.00437556","0.000820451","0.019605","0.000000000853643","0.00000000417286","0.000000000782443","0.0000000186968","1",,,
"363"," Ac ni byd yn taered ni an chwech wrthi hi e hun","12","0.0763463","0.00636219","0.0311062","0.00048573","0.0116111","0.000530183","0.00259218","0.0000404775","0.000967595","0.0000000255682","0.000000125009","0.00000000195204","0.0000000466625","1",,,
"364"," Ac ar y kynghor hwnnw y trigwyt","7","0.245768","0.0351097","0.171618","0.00862885","0.20617","0.00501568","0.0245169","0.00123269","0.0294528","0.00000208899","0.0000102111","0.000000513408","0.0000122669","1",,,
"365"," Parth a r dyd Riannon a deffroes, ac a dywot, A wraged, heb hi, mae y mab?","17","0.591901","0.0348177","0.170208","0.0206086","0.492505","0.0020481","0.0100123","0.00121227","0.0289709","0.000000024522","0.000000119877","0.0000000145146","0.000000346869","1",,,
"366"," Arglwydes, heb wy, na ouyn di yni y mab","9","0.142894","0.0158771","0.0776037","0.00226874","0.054201","0.00176412","0.00862263","0.000252082","0.00602233","0.00000026888","0.00000131423","0.0000000384213","0.000000917898","1",,,
"367"," Nyt oes ohonam ni namyn cleisseu a dyrnodeu yn ymdaraw a thi ; a diamheu yw gennym na welsam eiroet uilwraeth yn un wreic kymeint ac ynot ti","27","0.403","0.0149259","0.0729721","0.00601515","0.143773","0.000552812","0.00270267","0.000222783","0.00532493","0.00000000104021","0.00000000508555","0.000000000419206","0.0000000100198","1",,,
"368"," Ac ny thygyawd ynni ymdaraw a thi","7","0.134716","0.0192451","0.0940884","0.00259262","0.0619684","0.0027493","0.0134412","0.000370374","0.00885264","0.00000114507","0.00000559817","0.000000154258","0.00000368706","1",,,
"369"," Neur diffetheeist du hun dy uab, ac na hawl ef ynni","11","0.0614348","0.00558498","0.0273042","0.000343112","0.00820072","0.000507726","0.0024822","0.000031192","0.00074552","0.0000000346783","0.000000169538","0.00000000213046","0.00000005092","1",,,
"370"," A druein, heb y Riannon, yr yr Arglwyd Duw a wyr pob peth, na yrrwch geu arnaf","17","0.366315","0.0215479","0.105334","0.00789332","0.188619","0.00126752","0.00619611","0.000464313","0.0110952","0.0000000151761","0.0000000741862","0.00000000555923","0.000000132843","1",,,
"371"," Duw, a wyr pob peth, a wyr bot yn eu hynny arnaf i","13","0.252226","0.019402","0.0948521","0.00489369","0.11696","0.00149246","0.00729631","0.000376438","0.00899692","0.0000000522552","0.000000255464","0.0000000131801","0.000000315007","1",,,
"372"," Ac os ouyn yssyd arnawchi, ym kyffes y Duw, mi a ch differaf","13","0.243707","0.0187467","0.0916419","0.0045687","0.109177","0.00144205","0.00704937","0.000351438","0.00839823","0.0000000504903","0.000000246818","0.0000000123048","0.000000294045","1",,,
"373"," Dioer, heb wy, ny adwn ni drwc arnam ny hunein yr dyn yn y byt","15","0.176418","0.0117612","0.0574892","0.00207488","0.0495752","0.000784079","0.00383261","0.000138326","0.00330501","0.000000015488","0.000000075706","0.00000000273236","0.0000000652842","1",,,
"374"," A druein, heb hitheu, ny chewch un drwc yr dywedut y wirioned","12","0.247659","0.0206382","0.100884","0.00511124","0.122132","0.00171985","0.00840702","0.000425937","0.0101776","0.0000000829404","0.000000405431","0.0000000205409","0.00000049082","1",,,
"375"," Yr a dywettei hi yn dec ac yn druan, ny chaffei namyn yr un atteb gan y gwraged","18","0.314958","0.0174977","0.0855388","0.00551103","0.131704","0.000972093","0.00475216","0.000306168","0.00731689","0.00000000926014","0.000000045269","0.00000000291656","0.0000000697006","1",,,
"376"," Pwyll Penn Annwn ar hynny a gyuodes, a r teulu a r yniueroed, a chelu y damwein hwnnw ny allwyt","20","0.577631","0.0288816","0.141188","0.0166829","0.398682","0.00144408","0.00705941","0.000834144","0.0199341","0.00000000902549","0.0000000441213","0.0000000052134","0.000000124588","1",,,
"377"," Y r wlat yd aeth y chwedyl, a phawb o r guyrda a e kigleu","15","0.470855","0.0313903","0.153443","0.0147803","0.35317","0.00209269","0.0102295","0.000985354","0.0235447","0.0000000413371","0.000000202065","0.0000000194638","0.00000046508","1",,,
"378"," A r guyrda a doethant y gyt y wneuthur kynnadeu at Pwyll, y erchi idaw yscar a e wreic, am gyflauan mor anwedus ac ar y wnaethoed","27","0.792705","0.0293594","0.143517","0.0232733","0.55612","0.00108739","0.00531543","0.000861976","0.020597","0.00000000204611","0.0000000100019","0.00000000162196","0.000000038757","1",,,
"379"," Sef attep a rodes Pwyll, Nyt oed achaws ganthunt wy y erchi y mi yscar a m gwreic namyn na bydei plant idi","23","0.445993","0.019391","0.0947891","0.00864826","0.206655","0.000843087","0.00412127","0.000376011","0.00898498","0.00000000301274","0.0000000147272","0.00000000134366","0.0000000321074","1",,,
"380"," Plant a wnn i y uot idi hi","8","0.221276","0.0276596","0.135208","0.00612041","0.146249","0.00345744","0.016901","0.000765051","0.0182812","0.000000844102","0.00000412622","0.00000018678","0.00000446318","1",,,
"381"," Ac nyt yscaraf a hi","5","0.137773","0.0275547","0.134713","0.00379631","0.0907374","0.00551094","0.0269425","0.000759261","0.0181475","0.0000088175","0.000043108","0.00000121482","0.000029036","1",,,
"382"," O gwnaeth hitheu gam, kymeret y phenyt amdanaw","8","0.122503","0.0153129","0.0748479","0.00187588","0.0448176","0.00191411","0.00935599","0.000234485","0.00560221","0.000000467313","0.00000228418","0.0000000572473","0.00000136773","1",,,
"383"," Hitheu Riannon a dyuynnwys attei athrawon a doethon","8","0.205065","0.0256331","0.125316","0.00525645","0.125633","0.00320414","0.0156645","0.000657056","0.0157041","0.00000078226","0.00000382434","0.000000160414","0.000003834","1",,,
"384"," A gwedy bot yn degach genthi kymryt y phenyt nog ymdaeru a r gwraged, y phenyt a gymerth","18","0.547701","0.0304278","0.148744","0.0166654","0.398245","0.00169044","0.00826355","0.000925853","0.0221247","0.0000000161031","0.0000000787184","0.00000000881967","0.00000021076","1",,,
"385"," Sef penyt a dodet erni, bot yn y llys honno yn Arberth hyt ym penn y seith mlyned","18","0.367995","0.0204441","0.0999369","0.00752333","0.179773","0.00113579","0.00555205","0.000417963","0.00998738","0.0000000108195","0.0000000528888","0.00000000398151","0.0000000951397","1",,,
"386"," Ac yskynuaen a oed odieithyr y porth, eisted gyr llaw hwnnw beunyd, a dywedut y pawb a delei o r a debygei nas gwyppei, y gyffranc oll, ac o r a attei idi y dwyn, kynnic y westei a phellynic y dwyn ar y cheuyn y r llys","48","1.58911","0.0331065","0.161833","0.0526099","1.25711","0.000689719","0.00337152","0.00109604","0.0261899","0.000000000129929","0.000000000635127","0.000000000206472","0.00000000493365","1",,,
"387"," A damwein y gadei yr un y dwyn","8","0.317906","0.0397383","0.194246","0.0126331","0.301852","0.00496729","0.0242808","0.00157913","0.0377316","0.00000121272","0.00000592792","0.00000038553","0.00000921181","1",,,
"388"," Ac yuelly treulaw talym o r ulwydyn a wnaeth","9","0.169515","0.018835","0.0920788","0.00319281","0.0763065","0.00209278","0.010231","0.000354757","0.0084785","0.000000318972","0.00000155936","0.0000000540706","0.00000129226","1",,,
"389"," Ac yn yr amser hwnnw yd oed yn arglwyd ar Wynt Ys Coet, Teirnon Twryf Uliant, a r gwr goreu yn y byt oed","24","0.379198","0.0157999","0.077239","0.00599129","0.143181","0.00065833","0.00321829","0.000249637","0.00596587","0.00000000198426","0.0000000097002","0.000000000752427","0.0000000179816","1",,,
"390"," Ac yn y ty yd oed cassec","7","0.167877","0.0239825","0.117235","0.00402611","0.0962083","0.00342607","0.0167479","0.000575159","0.013744","0.00000142693","0.00000697537","0.00000023955","0.0000057243","1",,,
"391"," Ac nyt oed yn y dyrnas, na march na chassec degach no hi; a phob nos Calanmei y moei, ac ny wybydei neb un geir e wrth y hebawl","29","0.539949","0.0186189","0.0910151","0.0100533","0.240229","0.000642033","0.00313845","0.000346665","0.00828375","0.000000000907748","0.00000000443735","0.000000000490138","0.0000000117121","1",,,
"392"," Sef a wnaeth Teirnon, ymdidan nosweith a y wreic, Ha wreic, heb ef; llibin yd ym pob blwydyn yn gadu heppil yn cassec, heb gaffel yr un o honunt","29","0.471976","0.016275","0.0795595","0.00768141","0.183562","0.000561207","0.00274343","0.000264876","0.00632972","0.000000000793472","0.00000000387884","0.000000000374499","0.00000000894937","1",,,
"393"," Peth a ellir wrth hynny?","5","0.11292","0.022584","0.110408","0.00255018","0.0609492","0.00451679","0.0220815","0.000510035","0.0121898","0.00000722687","0.0000353304","0.000000816056","0.0000195037","1",,,
"394"," heb hi","2","0.031097","0.0155485","0.075995","0.000483512","0.0115505","0.00777425","0.0379975","0.000241756","0.00577524","0.000485891","0.00237484","0.0000151097","0.000360953","1",,,
"395"," Dial Duw arnaf, heb ef, nos Calanmei yw heno, ony wybydaf i pa dileith yssyd yn dwyn yr ebolyon","19","0.103497","0.00544722","0.0266269","0.000563772","0.0134708","0.000286696","0.00140141","0.0000296722","0.00070899","0.00000000219992","0.0000000107536","0.000000000227686","0.00000000544033","1",,,
"396"," Peri dwyn y gassec y mywn ty a wnaeth, a gwiscaw arueu amdanaw a oruc ynteu, a dechreu gwylat y nos","21","0.723343","0.0344449","0.16838","0.0249155","0.595387","0.00164023","0.00801809","0.00118645","0.0283518","0.0000000084339","0.0000000412281","0.00000000610061","0.000000145782","1",,,
"397"," Ac ual y byd dechreu noss, moi y gassec ar ebawl mawr telediw, ac yn seuyll yn y lle","19","0.42843","0.022549","0.110225","0.00966066","0.230842","0.00118679","0.00580132","0.000508456","0.0121496","0.00000000910665","0.0000000445156","0.00000000390157","0.000000093228","1",,,
"398"," Sef a wnaeth Teirnon, kyuodi ac edrych ar prafter yr ebawl, ac ual y byd yuelly, ef a glywei twrwf mawr, ac yn ol y twrwf, llyma grauanc uawr drwy fenestyr ar y ty, ac yn ymauael a r ebawl geir y uwng","43","0.955848","0.022229","0.108665","0.0212476","0.507749","0.000516954","0.0025271","0.00049413","0.0118081","0.000000000151209","0.000000000739177","0.000000000144533","0.00000000345388","1",,,
"399"," Sef a wnaeth ynteu Teirnon, tynnu cledyf, a tharaw y ureich o not yr elin e ymdeith, ac yny uyd hynny o r ureich a r ebawl ganthaw ef y mywn","31","0.667771","0.021541","0.1053","0.0143845","0.343731","0.000694871","0.00339677","0.000464015","0.0110881","0.000000000752415","0.00000000367807","0.000000000502441","0.0000000120063","1",,,
"400"," Ac ar hynny twrwf, a diskyr a gigleu y gyt","10","0.351655","0.0351655","0.171909","0.0123661","0.295526","0.00351655","0.0171909","0.00123661","0.0295526","0.000000351655","0.00000171909","0.000000123661","0.00000295526","1",,,
"401"," Agori y drws a oruc ef a dwyn ruthyr yn ol y twrwf","13","0.449692","0.0345917","0.169096","0.0155556","0.371716","0.0026609","0.0130074","0.00119658","0.0285935","0.0000000931654","0.000000455425","0.0000000418957","0.00000100114","1",,,
"402"," Ny welei ef y twrwf rac tywyllet y nos","9","0.23086","0.0256511","0.125379","0.00592181","0.141479","0.00285012","0.013931","0.000657979","0.0157199","0.000000434404","0.0000021233","0.000000100286","0.00000239596","1",,,
"403"," Ruthyr a duc yn y ol, a y ymlit","9","0.427002","0.0474447","0.231927","0.020259","0.484113","0.00527163","0.0257697","0.002251","0.0537903","0.00000080348","0.00000392771","0.000000343088","0.00000819849","1",,,
"404"," A dyuot cof idaw adaw y drws y agoret, ac ymhwelut a wnaeth","13","0.441658","0.0339737","0.166076","0.0150047","0.358558","0.00261336","0.0127751","0.00115421","0.0275814","0.000000091501","0.000000447292","0.0000000404121","0.000000965701","1",,,
"405"," Ac wrth y drws, llyma uab bychan yn y gorn, guedy troi llenn o bali yn y gylch","18","0.405746","0.0225415","0.110186","0.00914611","0.218535","0.0012523","0.00612142","0.000508117","0.0121409","0.0000000119294","0.0000000583126","0.00000000484032","0.000000115654","1",,,
"406"," Kymryt y mab a wnaeth attaw, a llyma y mab yn gryf yn yr oet a oed arnaw","18","0.586699","0.0325944","0.159337","0.0191231","0.456991","0.0018108","0.00885208","0.0010624","0.0253884","0.0000000172497","0.0000000843248","0.0000000101204","0.00000024185","1",,,
"407"," Dodi cayat ar y drws a wnaeth, a chyrchu yr ystauell yd oed y wreic yndi","16","0.446502","0.0279064","0.136416","0.0124602","0.297747","0.00174415","0.00852597","0.000778765","0.0186092","0.0000000266136","0.000000130096","0.000000011883","0.000000283954","1",,,
"408"," Arglwydes, heb ef, ay kyscu yd wyt ti?","8","0.0556985","0.00696231","0.0340305","0.00038779","0.0092646","0.000870289","0.00425381","0.0000484738","0.00115807","0.000000212473","0.00000103853","0.0000000118344","0.000000282733","1",,,
"409"," Nac ef, Arglwyd, heb hi","5","0.055698","0.0111396","0.0544488","0.000620453","0.0148234","0.00222792","0.0108898","0.000124091","0.00296467","0.00000356467","0.0000174236","0.000000198545","0.00000474348","1",,,
"410"," Mi a gyskeis, a phan doethost ti y mywn mi a deffroeis","12","0.417292","0.0347743","0.169996","0.014511","0.346785","0.00289786","0.0141664","0.00120925","0.0288988","0.00000013975","0.000000683177","0.0000000583166","0.00000139365","1",,,
"411"," Mae ymma mab it, heb ef, os mynny, yr hwnn ny bu yt eiroet","14","0.0722686","0.00516204","0.0252313","0.000373054","0.00891265","0.000368717","0.00180223","0.0000266467","0.000636618","0.00000000959801","0.0000000469136","0.000000000693635","0.0000000165717","1",,,
"412"," Arglwyd, heb hi, pa gyfranc uu hynny?","7","0.0498333","0.00711904","0.0347964","0.000354765","0.00847554","0.00101701","0.00497092","0.0000506808","0.00121079","0.000000423576","0.00000207035","0.0000000211082","0.000000504286","1",,,
"413"," Llyma oll, heb y Teirnon, a menegi y dadyl oll","10","0.332943","0.0332943","0.162745","0.0110851","0.264859","0.00332943","0.0162745","0.00110851","0.0264859","0.000000332943","0.00000162745","0.000000110851","0.00000264859","1",,,
"414"," Ie, Arglwyd, heb hi, pa ryw wisc yssyd am y mab?","11","0.154111","0.0140101","0.0684782","0.0021591","0.0515819","0.00127364","0.00622529","0.000196282","0.00468926","0.0000000869915","0.000000425196","0.0000000134063","0.000000320283","1",,,
"415"," Llen o bali, heb ynteu","5","0.0477952","0.00955904","0.0467222","0.000456876","0.0109148","0.00191181","0.00934444","0.0000913752","0.00218297","0.00000305889","0.0000149511","0.0000001462","0.00000349275","1",,,
"416"," Mab y dynnyon mwyn yw, heb hi","7","0.142128","0.020304","0.0992422","0.00288578","0.068943","0.00290058","0.0141775","0.000412254","0.00984901","0.00000120807","0.00000590481","0.000000171701","0.00000410204","1",,,
"417"," Arglwyd, heb hi, digrifwch a didanwch oed gennyf i, bei mynnut ti, mi a dygwn wraged yn un a mi, ac a dywedwn uy mot y ueichawc","27","0.62848","0.023277","0.113793","0.0146291","0.349617","0.000862112","0.00421454","0.00054182","0.0129488","0.00000000162222","0.00000000793041","0.00000000101953","0.0000000243654","1",,,
"418"," Myui a duunaf a thi yn llawen, heb ef, am hynny","11","0.281157","0.0255597","0.124953","0.0071863","0.171747","0.00232361","0.0113594","0.0006533","0.0156133","0.000000158706","0.000000775862","0.0000000446212","0.00000106641","1",,,
"419"," Ac yuelly y gwnaethpwyt","4","0.13066","0.0326649","0.159671","0.00426799","0.101979","0.00816623","0.0399178","0.001067","0.0254948","0.0000318993","0.000155929","0.00000416796","0.0000995892","1",,,
"420"," Peri a wnaethont bedydyaw y mab, o r bedyd a wneit yna","12","0.344652","0.028721","0.140399","0.00989874","0.236543","0.00239342","0.0116999","0.000824895","0.0197119","0.000000115423","0.000000564233","0.0000000397808","0.000000950613","1",,,
"421"," Sef enw a dodet arnaw, Gwri Wallt Euryn","8","0.105528","0.013191","0.0644882","0.00139202","0.0332699","0.00164887","0.00806103","0.000174002","0.00415873","0.000000402557","0.00000196803","0.000000042481","0.00000101532","1",,,
"422"," Yr hynn a oed ar y ben o wallt, kyuelynet oed a r eur","14","0.373839","0.0267028","0.130535","0.00998253","0.23855","0.00190734","0.0093239","0.000713038","0.0170393","0.0000000496496","0.000000242709","0.000000018561","0.000000443547","1",,,
"423"," Meithryn y mab a wnaethpwyt yn y llys yny oed ulwyd","11","0.346582","0.0315075","0.154016","0.0109199","0.26093","0.00286432","0.0140014","0.000992721","0.0237209","0.000000195637","0.000000956318","0.0000000678042","0.00000162017","1",,,
"424"," A chynn y ulwyd yd oed yn kerdet yn gryf, a breiscach oed no mab teir blwyd, a uei uawr y dwf a e ueint","25","0.687001","0.02748","0.134337","0.0188788","0.451164","0.0010992","0.0053735","0.000755153","0.0180466","0.00000000281396","0.0000000137562","0.00000000193319","0.0000000461992","1",,,
"425"," A r eil ulwydyn y magwyt y mab, a chyn ureisket oed a mab chweblwyd","15","0.542347","0.0361565","0.176746","0.0196094","0.468588","0.00241043","0.0117831","0.00130729","0.0312392","0.0000000476135","0.000000232752","0.000000025823","0.000000617071","1",,,
"426"," A chynn penn y pedwyryd ulwydyn, yd oed yn ymoprau a gueisson y meirch, am y adu o e dwyn y r dwuyr","23","0.694573","0.0301988","0.147617","0.0209753","0.501188","0.00131299","0.00641813","0.000911968","0.0217908","0.00000000469192","0.0000000229349","0.00000000325888","0.0000000778684","1",,,
"427"," Arglwyd, heb y wreic wrth Teirnon, mae yr ebawl a differeist ti y noss y keueist y mab?","18","0.566733","0.0314852","0.153899","0.0178437","0.426327","0.00174918","0.00854994","0.000991317","0.0236849","0.0000000166626","0.0000000814466","0.00000000944327","0.000000225622","1",,,
"428"," Mi a e gorchymynneis y weisson y meirych, heb ef, ac a ercheis synnyaw wrthaw, Ponyt oed da iti, Arglwyd, heb hi, peri y hywedu, a y rodi y r mab?","31","0.962364","0.031044","0.151748","0.0298757","0.713855","0.00100142","0.00489511","0.000963731","0.0230276","0.00000000108435","0.00000000530048","0.00000000104354","0.0000000249345","1",,,
"429"," Kanys y noss y keueist y mab y ganet yr ebawl ac y differeist","14","0.554012","0.0395723","0.193425","0.0219235","0.523783","0.00282659","0.013816","0.00156597","0.0374131","0.0000000735785","0.000000359643","0.0000000407634","0.000000973893","1",,,
"430"," Nyt af i yn erbyn hynny, heb y Teirnon","9","0.176034","0.0195594","0.095605","0.00344312","0.0822628","0.00217326","0.0106228","0.000382568","0.00914032","0.000000331239","0.00000161908","0.0000000583095","0.00000139313","1",,,
"431"," Mi a adaf y ti y rodi idaw","8","0.317394","0.0396743","0.193934","0.0125924","0.300882","0.00495929","0.0242417","0.00157405","0.0376103","0.00000121076","0.00000591839","0.00000038429","0.0000091822","1",,,
"432"," Arglwyd, heb hi, Duw a dalo yt, mi a e rodaf idaw","12","0.25732","0.0214433","0.104828","0.0055178","0.131867","0.00178695","0.00873568","0.000459817","0.0109889","0.000000086176","0.000000421281","0.0000000221748","0.000000529945","1",,,
"433"," Y rodet y march y r mab, ac y deuth hi at y guastrodyon, ac at weisson y meirch, y orchymyn synyeit wrth y march, a e uot yn hywed erbyn pan elei y mab y uarchogaeth, a chwedyl wrthaw","40","1.35248","0.0338119","0.165274","0.0457298","1.09262","0.000845298","0.00413185","0.00114325","0.0273155","0.000000000330194","0.000000001614","0.00000000044658","0.0000000106701","1",,,
"434"," Emysc hynny, wynt a glywssont chwedlydyaeth y wrth Riannon, ac am y phoen","13","0.353081","0.0271601","0.132766","0.00958973","0.229148","0.00208924","0.0102127","0.000737671","0.0176267","0.0000000731501","0.000000357577","0.0000000258279","0.000000617161","1",,,
"435"," Sef a wnaeth Teirnon Twryf Uliant, o achaws y douot a gawssei, ymwarandaw am y chwedyl, ac amouyn yn lut ymdanaw yny gigleu gan lawer o luossogrwyd, o r a delei y r llys, mynychu cwynaw truanet damwein Riannon, a y phoen","42","0.969869","0.0230921","0.112882","0.0223963","0.535178","0.000549812","0.00268767","0.000533246","0.0127423","0.000000000176692","0.00000000086373","0.000000000171368","0.00000000409498","1",,,
"436"," Sef a wnaeth Teirnon ynteu, medylyaw am hynny, ac edrych ar y mab yn graf","15","0.298257","0.0198838","0.0972025","0.00593049","0.141725","0.00132559","0.00648016","0.000395366","0.00944832","0.0000000261844","0.000000128003","0.0000000078097","0.000000186633","1",,,
"437"," A chael yn y uedwl, yn herwyd gueledigaeth, na rywelsei eiroet mab a that kyn debycket a r mab y Pwyll Penn Annwn","23","0.596134","0.0259189","0.126703","0.0154511","0.369233","0.00112691","0.00550882","0.000671788","0.0160536","0.00000000402696","0.0000000196855","0.00000000240061","0.0000000573669","1",,,
"438"," Ansawd Pwyll hyspys oed gantaw ef, canys gwr uuassei idaw kynn no hynny","13","0.0562089","0.00432376","0.0211358","0.000243034","0.00580737","0.000332597","0.00162583","0.0000186949","0.000446721","0.0000000116451","0.0000000569248","0.000000000654561","0.0000000156409","1",,,
"439"," Ac yn ol hynny, goueileint a dellis yndaw, o gamhet idaw attal y mab ganthaw, ac ef yn gwybot y uot yn uab y wr arall","26","0.592211","0.0227774","0.111344","0.013489","0.322333","0.000876052","0.00428245","0.000518808","0.0123974","0.00000000191706","0.00000000937129","0.00000000113531","0.0000000271293","1",,,
"440"," A phan gauas gyntaf o yscaualwch ar y wreic, ef a uenegis, idi hi, nat oed iawn udunt wy attal y mab ganthunt, a gadu poen kymmeint ac a oed, ar wreicda kystal a Riannon o r achaws hwnnw, a r mab yn uab y Pwyll Penn Annwn","48","1.12903","0.0235215","0.114984","0.0265565","0.634626","0.000490031","0.00239551","0.000553261","0.0132214","0.0000000000923121","0.000000000451266","0.000000000104223","0.00000000249065","1",,,
"441"," A hitheu wreic Teirnon a gytsynnywys ar anuon y mab y Pwyll","12","0.435157","0.0362631","0.177266","0.0157802","0.377077","0.00302193","0.0147721","0.00131501","0.0314231","0.000000145733","0.000000712391","0.0000000634169","0.00000151539","1",,,
"442"," A thripheth, Arglwyd, heb hi, a gaffwn o hynny, diolwch ac elwissen o ellwg Riannon o r poen y mae yndaw, a diollwch gan Pwyll am ueithryn y mab, a e eturyt idaw","33","0.77979","0.02363","0.115514","0.0184265","0.440334","0.000716061","0.00350042","0.000558377","0.0133435","0.000000000603802","0.00000000295165","0.000000000470839","0.0000000112516","1",,,
"443"," A r trydyd peth, os gwr mwyn uyd y mab, mab maeth ynni uyd, a goreu a allo uyth a wna inni","22","0.539521","0.0245237","0.119885","0.013231","0.316194","0.00111471","0.00544932","0.000601411","0.0143724","0.00000000475852","0.0000000232623","0.00000000256732","0.0000000613536","1",,,
"444"," Ac ar y kynghor hwnnw y trigyssant","7","0.245768","0.0351097","0.171618","0.00862885","0.20617","0.00501568","0.0245169","0.00123269","0.0294528","0.00000208899","0.0000102111","0.000000513408","0.0000122669","1",,,
"445"," Ac ny bu hwy ganthunt no thrannoeth, ymgueiraw a oruc Teirnon ar y drydyd marchawc, a r mab yn petwyryd y gyt ac wynt ar y march a rodyssei Teirnon idaw","31","0.758272","0.0244604","0.119572","0.0185476","0.443221","0.000789045","0.00385716","0.000598311","0.0142975","0.000000000854388","0.00000000417658","0.000000000647858","0.0000000154815","1",,,
"446"," A cherdet parth ac Arberth a wnaethont","7","0.231576","0.0330823","0.161736","0.00766109","0.18311","0.00472605","0.0231052","0.00109444","0.0261586","0.00000196837","0.00000962314","0.000000455827","0.0000108949","1",,,
"447"," Ny bu hir y buont yny doethont y Arberth","9","0.214926","0.0238807","0.116724","0.00513259","0.122621","0.00265341","0.0129694","0.000570288","0.0136245","0.000000404422","0.00000197674","0.0000000869209","0.0000020766","1",,,
"448"," Pan doethant parth a r llys, wynt a welynt Riannon yn eisted yn emmyl yr yskynuaen","16","0.288172","0.0180107","0.0880504","0.00519018","0.124046","0.00112567","0.00550315","0.000324386","0.00775287","0.0000000171764","0.0000000839714","0.00000000494974","0.000000118299","1",,,
